rownumber,customerid,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
1831,15572467,Chandler,506,France,Male,37,5,0,2,t,t,127543.81,f
1832,15738219,Nash,632,France,Female,36,7,0,2,t,t,52526.65,f
1833,15600710,Atkinson,620,France,Male,22,0,0,1,t,f,32589.45,f
1834,15804394,Brenan,663,Germany,Male,32,8,130627.66,1,t,f,47161.25,t
1835,15694188,Obidimkpa,700,Spain,Female,46,5,56580.95,2,f,t,45424.13,f
1836,15583718,Terry,696,Germany,Male,38,6,142316.14,1,t,t,8018.49,f
1837,15802478,Spring,767,Spain,Male,31,6,0,2,t,t,195668,f
1838,15619343,Mahmood,561,France,Male,56,7,152759,2,t,f,133167.11,t
1839,15758813,Campbell,350,Germany,Male,39,0,109733.2,2,f,f,123602.11,t
1840,15761374,Bellucci,706,France,Male,54,9,117444.51,1,t,t,186238.85,f
1841,15569209,Amaechi,464,Spain,Female,34,5,76001.57,1,t,t,158668.87,f
1842,15788539,Foxall,501,France,Female,34,3,107747.57,1,t,f,9249.36,f
1843,15747222,Bentley,745,Spain,Female,35,8,0,2,t,t,116581.1,f
1844,15769346,Baird,587,France,Female,36,1,134997.49,2,t,f,44688.08,f
1845,15699634,Howard,667,France,Female,48,2,0,2,t,t,148608.39,f
1846,15589076,Henry,737,France,Male,36,9,0,1,f,t,188670.9,t
1847,15812338,Sopuluchukwu,485,Spain,Female,30,7,0,1,t,f,107067.37,f
1848,15758845,Rocher,590,Spain,Female,37,0,64345.21,1,f,t,61759.33,t
1849,15685844,White,518,Germany,Female,35,8,141665.63,1,f,t,192776.64,f
1850,15583090,Komar,581,Spain,Female,29,8,0,2,t,f,46735.19,f
1851,15587581,Russo,785,Germany,Female,33,5,136624.6,2,t,t,169117.74,f
1852,15633640,Loewenthal,799,France,Female,52,4,161209.66,1,t,t,89081.41,f
1853,15573741,Aliyeva,698,Spain,Male,38,10,95010.92,1,t,t,105227.86,f
1854,15633574,Montes,730,France,Female,41,4,167545.32,1,t,f,128246.81,f
1855,15711455,Kuo,740,Germany,Female,36,4,109044.6,1,f,f,94554.74,t
1856,15570601,Cheng,785,France,Female,47,9,122031.55,1,t,t,33823.5,t
1857,15690925,McIntosh,527,Spain,Female,29,2,27755.97,1,t,f,97468.44,t
1858,15709338,T'ao,544,France,Female,29,1,118560.55,1,t,t,164137.36,f
1859,15780746,Tyndall,705,France,Male,61,4,0,2,t,t,191313.7,f
1860,15681956,Bailey,684,France,Male,34,9,0,2,t,t,65257.57,f
1861,15778190,Onyekaozulu,639,Spain,Female,28,8,97840.72,1,t,t,178222.77,f
1862,15786852,Nwachukwu,565,Germany,Female,38,2,158651.29,2,t,t,179445.28,f
1863,15726494,Romani,481,France,Male,44,9,175303.06,1,t,f,65500.53,t
1864,15641183,Chin,731,Spain,Male,25,8,96950.21,1,t,f,97877.92,f
1865,15805312,Bellucci,607,France,Male,45,7,123859.6,1,f,t,113051.57,f
1866,15636572,Christmas,760,France,Female,32,7,0,2,t,t,105969.05,f
1867,15632575,Moore,559,France,Female,70,9,0,1,t,t,122996.76,f
1868,15740164,Genovesi,715,France,Female,33,3,85227.84,1,t,t,68087.15,f
1869,15574947,Cartwright,656,France,Male,36,8,97786.08,2,f,t,21478.36,f
1870,15597909,Johnstone,652,Germany,Male,33,7,128135.99,1,t,f,158437.73,f
1871,15782574,Warner,624,Spain,Male,33,6,0,2,f,f,76551.7,f
1872,15734999,Stephenson,634,Spain,Male,36,2,85996.19,1,t,f,15887.68,f
1873,15706593,Ellis,850,Spain,Female,50,10,0,2,t,t,33741.84,f
1874,15766686,Nebechi,659,Germany,Female,39,1,104502.11,1,t,f,20652.69,f
1875,15590268,Chu,529,Spain,Male,35,5,95772.97,1,t,t,112781.5,f
1876,15763055,Onuchukwu,572,Spain,Male,31,5,98108.79,1,f,t,119996.95,f
1877,15664754,Steele,640,Germany,Male,39,9,131607.28,4,f,t,6981.43,t
1878,15643630,Quaife,770,Spain,Male,55,9,63127.41,2,t,f,185211.28,t
1879,15641043,Scott,648,Spain,Male,35,7,0,2,t,t,78436.36,f
1880,15768095,Yeh,579,France,Male,31,9,0,1,f,t,139048,f
1881,15811314,Y?,589,Germany,Female,36,9,140355.56,2,t,f,136329.96,f
1882,15669922,Conti,530,Spain,Female,36,2,0,2,t,t,14721.8,f
1883,15707114,Holder,831,France,Male,30,2,0,2,f,t,3430.38,f
1884,15670602,Burgess,790,Germany,Male,24,7,107418.27,1,f,t,160450.21,f
1885,15713479,Ozuluonye,656,France,Male,35,6,0,2,t,f,1485.27,f
1886,15663830,De Luca,563,Spain,Male,32,6,0,2,t,t,19720.08,f
1887,15566958,Li Fonti,667,Spain,Male,39,7,167557.12,1,t,t,41183.02,f
1888,15680918,Freeman,613,Spain,Male,34,8,117300.02,1,t,f,139410.08,f
1889,15663921,Pisani,429,France,Male,60,7,0,2,t,t,163691.48,f
1891,15796969,Lahti,731,France,Male,33,4,0,2,t,t,74945.11,f
1892,15574783,Perkins,584,France,Female,37,1,0,2,t,t,180363.56,f
1893,15773487,Conway,634,Germany,Female,31,8,76798.92,1,f,f,196021.73,f
1894,15802486,Hayes,488,France,Male,34,3,0,2,t,t,125979.36,f
1895,15783398,Rizzo,535,Spain,Female,49,7,115309.75,1,t,f,111421.77,f
1896,15649418,Krylov,776,France,Female,29,7,178171.04,2,t,t,115818.51,f
1897,15604588,Li Fonti,850,Spain,Female,38,3,0,2,f,t,179360.76,f
1898,15735428,Talbot,673,Spain,Female,37,0,0,2,f,f,82351.06,f
1899,15629078,Matthias,850,Germany,Female,45,5,127258.79,1,t,t,192744.23,t
1900,15806880,Boyle,627,Spain,Female,30,6,0,1,t,t,113408.47,f
1901,15754999,Ch'eng,570,France,Female,33,8,0,1,t,t,124641.42,f
1902,15781034,Mason,796,Spain,Male,67,5,0,2,f,t,54871.02,f
1903,15622017,Bruno,773,Spain,Female,33,10,0,1,t,t,98820.09,f
1904,15705885,Smeaton,752,Spain,Male,36,2,0,2,t,t,45570.84,f
1905,15677382,Miller,625,Spain,Female,69,1,107569.96,1,t,t,182336.45,f
1906,15566843,Gotch,535,Germany,Male,20,9,134874.4,1,t,t,118825.56,f
1907,15608387,Fu,786,France,Female,29,4,0,2,t,f,103372.79,f
1908,15810786,O'Toole,620,France,Female,67,3,0,2,t,t,43486.73,f
1909,15626983,Ledford,605,Spain,Female,48,6,0,2,t,t,40062.99,f
1910,15773605,Iadanza,670,Spain,Female,32,3,0,2,t,f,46175.7,f
1911,15811261,Alaniz,617,Spain,Male,42,0,70105.87,1,t,t,120830.73,f
1912,15590606,Saunders,595,France,Male,41,9,0,2,t,f,5967.09,f
1913,15576644,Lin,687,Germany,Female,29,4,78939.15,1,t,f,122134.56,t
1914,15750264,Pinto,757,Germany,Male,30,6,105128.85,2,t,t,62972.13,f
1915,15741554,Streeter,746,Spain,Male,31,2,113836.27,1,t,t,174815.54,f
1916,15769051,Shaw,503,Spain,Male,25,7,0,1,f,t,192841.13,f
1917,15812198,Chen,543,Germany,Male,48,1,100900.5,1,f,f,33310.72,t
1918,15699772,Barclay,428,Germany,Female,40,3,129248.11,2,t,f,72876.43,t
1919,15744105,Kodilinyechukwu,768,France,Female,28,3,109118.05,2,f,t,50911.41,f
1920,15739858,Otitodilichukwu,618,France,Male,56,7,0,1,t,t,142400.27,t
1921,15723720,McKenzie,591,France,Female,31,7,0,2,f,t,48778.46,f
1922,15638355,Woods,658,France,Female,35,5,126397.66,1,f,f,156361.58,t
1923,15805637,Hsing,625,France,Male,36,9,108546.16,3,t,f,133807.77,t
1924,15629575,Wheare,717,France,Male,36,2,148061.89,1,t,f,179128.69,t
1925,15586243,Yobachi,667,France,Male,44,8,122277.87,1,t,t,91810.71,f
1926,15757931,Fang,804,France,Male,24,3,0,2,t,f,173195.33,f
1927,15716023,Pearson,693,France,Male,31,1,0,2,f,t,182270.88,f
1928,15647782,Brown,729,Germany,Male,36,8,152899.24,2,t,f,177130.33,f
1929,15716609,L?,484,Germany,Male,54,3,134388.11,1,f,f,49954.79,t
1930,15623791,Padovesi,632,Spain,Female,40,3,109740.62,1,t,f,141896.74,f
1931,15627262,Soto,536,Germany,Male,23,6,92366.72,2,t,f,120661.71,f
1932,15652693,Greco,573,France,Female,26,4,129109.02,1,f,f,149814.68,t
1933,15586993,Giordano,655,Spain,Female,56,5,0,2,t,t,41782.7,f
1934,15815560,Bogle,666,Germany,Male,74,7,105102.5,1,t,t,46172.47,f
1935,15584930,Grimmett,726,Germany,Male,30,5,111375.32,2,t,f,2704.09,f
1936,15799031,Ayers,523,France,Male,39,3,0,2,t,f,6726.53,f
1937,15810457,Miller,728,Germany,Female,33,9,150412.14,2,t,f,170764.08,f
1938,15697879,Webb,701,France,Male,30,3,156660.72,2,t,f,45742.42,f
1939,15594902,Lombardi,518,France,Male,38,3,90957.81,1,f,t,162304.59,f
1940,15799710,Wei,739,France,Male,37,7,104960.46,1,f,t,80883.82,f
1941,15659651,Ross,531,Germany,Female,31,7,117052.82,1,t,f,118508.09,t
1942,15645956,Jideofor,452,Spain,Male,44,3,88915.85,1,t,f,69697.74,f
1943,15651713,King,684,France,Male,45,6,148071.39,1,t,f,183575.01,f
1944,15737265,Nwokeocha,728,Germany,Male,39,6,152182.83,1,f,f,161203.6,f
1945,15687310,Humphries,783,Spain,Male,39,9,0,2,t,f,143752.77,f
1946,15607347,Olisaemeka,734,France,Male,22,5,130056.23,1,f,f,121894.31,t
1947,15698321,Yobanna,648,Germany,Male,34,3,95039.73,2,t,t,147055.87,f
1948,15657812,Ch'iu,688,France,Male,52,1,0,2,t,t,172033.57,f
1949,15569187,Fleming,680,Spain,Male,35,9,0,2,f,f,143774.06,f
1950,15681562,Trevisan,516,France,Female,43,2,112773.73,2,t,t,139366.58,f
1951,15615456,Aleksandrova,680,France,Female,37,10,123806.28,1,t,f,81776.84,t
1952,15589793,Onwuamaeze,604,France,Male,53,8,144453.75,1,t,f,190998.96,t
1953,15781884,Knox,624,Germany,Male,27,9,94667.29,2,f,t,4470.52,f
1954,15675190,Chia,623,France,Male,21,10,0,2,f,t,135851.3,f
1955,15600734,Townsend,624,Spain,Male,51,5,174397.21,2,t,t,172372.63,f
1956,15779176,Dike,565,Germany,Female,58,3,108888.24,3,f,t,135875.51,t
1957,15605286,Moyes,565,France,Male,55,4,118803.35,2,t,t,128124.7,t
1958,15674922,Beavers,710,France,Male,54,6,171137.62,1,t,t,167023.95,t
1959,15737506,Tretiakova,645,France,Male,42,6,0,1,f,f,149807.01,f
1960,15780514,Fuller,707,France,Male,33,8,136678.52,1,t,f,54290.62,f
1961,15623647,Dellucci,655,Spain,Female,36,1,135515.76,1,t,f,86013.96,f
1962,15668472,Ritchie,705,Spain,Female,24,5,177799.83,2,f,f,79886.06,f
1963,15692416,Aikenhead,358,Spain,Female,52,8,143542.36,3,t,f,141959.11,t
1964,15771139,Douglas,578,Germany,Male,34,8,147487.23,2,t,f,66680.77,f
1965,15738318,Kung,800,France,Female,40,5,97764.41,1,t,f,98640.15,t
1966,15772243,MacDonald,612,France,Female,33,9,0,1,f,f,142797.5,t
1967,15638463,Okwudilichukwu,681,Germany,Female,48,8,139480.18,1,t,t,163581.67,f
1968,15598088,Ni,559,Spain,Male,25,5,0,2,t,t,163221.22,f
1969,15693468,Simmons,488,Spain,Female,39,9,140553.46,1,f,f,12440.44,f
1970,15671930,H?,717,France,Female,36,5,0,2,t,t,145551.6,f
1971,15762268,Hancock,666,France,Female,41,10,141162.08,1,t,f,50908.48,f
1972,15780954,Cran,582,Spain,Male,26,4,65848.36,2,t,f,30149.21,f
1973,15700174,McKay,733,Spain,Female,30,0,83319.28,1,f,f,57769.2,f
1974,15635728,P'an,693,France,Male,41,4,0,2,f,f,156381.47,f
1975,15679283,Parkhill,694,France,Female,33,4,129731.64,2,t,f,178123.86,f
1976,15591386,Golubova,622,France,Female,35,5,0,2,t,f,51112.8,f
1977,15694192,Nwankwo,598,Spain,Female,38,6,0,2,f,f,173783.38,f
1978,15585901,Johnson,717,Spain,Male,35,1,0,3,f,f,174770.14,t
1979,15792329,Mao,494,Germany,Male,37,5,107106.33,2,t,f,172063.09,f
1980,15635597,Echezonachukwu,644,France,Male,33,8,0,2,t,t,155294.17,f
1981,15775880,McElyea,554,France,Female,30,9,0,2,t,t,40320.3,f
1982,15630913,Rosas,476,Spain,Female,69,1,105303.73,1,f,t,134260.34,f
1983,15756680,Phillips,667,France,Male,28,6,165798.1,1,t,f,147090.9,f
1984,15587913,Palerma,748,Spain,Female,40,4,0,2,t,f,132368.47,f
1985,15737605,Morris,531,Spain,Female,45,1,126495.57,2,t,t,164741.5,f
1986,15627876,Pavlova,719,Spain,Female,47,9,116393.59,1,t,f,63051.32,t
1987,15772601,Lu,845,Germany,Female,41,2,81733.74,2,f,f,199761.29,f
1988,15758606,Yamamoto,738,France,Male,54,4,0,1,f,t,55725.04,t
1989,15657107,Angelo,563,Spain,Female,46,8,106171.68,1,t,f,163145.5,t
1990,15622454,Zaitsev,695,Spain,Male,28,0,96020.86,1,t,t,57992.49,f
1991,15775803,Cawker,841,Spain,Male,41,1,0,2,f,t,193093.77,f
1992,15570859,Froggatt,626,Germany,Male,36,2,181671.16,2,t,t,57531.14,f
1993,15748381,Gorbunov,613,France,Female,29,6,185709.28,2,t,t,77242.19,f
1994,15787189,Tai,824,Germany,Male,60,8,134250.17,3,f,f,153046.16,t
1995,15666055,Rowe,705,France,Female,49,7,0,1,t,f,63405.2,t
1996,15617648,Mikkelsen,584,France,Female,44,5,95671.75,2,t,t,106564.88,f
1997,15755678,Kovalyov,534,France,Male,62,2,0,2,f,f,42763.12,t
1998,15624781,Mbanefo,672,France,Female,34,1,142151.75,2,t,t,168753.34,f
1999,15779497,Ts'ai,603,France,Male,43,5,127823.93,1,t,t,19483.35,f
2000,15567399,Enderby,633,Germany,Male,43,3,144164.29,1,t,t,158646.46,f
2001,15613656,Lombardi,842,France,Male,58,1,63492.94,1,t,t,83172.19,f
2002,15734311,Hamilton,661,France,Female,27,3,0,2,t,t,76889.79,f
2003,15657214,Hsia,601,France,Male,74,2,0,2,f,t,51554.58,f
2004,15799350,Mao,632,France,Male,41,0,106134.46,1,f,t,105570.39,f
2005,15729970,Ugochukwu,684,Germany,Male,29,8,127269.75,1,f,t,79495.01,f
2006,15725835,West,785,Germany,Female,32,3,124493.03,2,f,t,52583.79,t
2007,15745543,Hughes,687,France,Male,39,7,0,2,t,f,26848.25,f
2008,15727384,Chukwuemeka,705,Germany,Female,43,10,146547.78,1,f,t,10072.55,t
2009,15666916,Lira,639,France,Male,43,6,99610.92,2,t,f,187296.78,f
2010,15732917,Li,729,Germany,Male,46,5,117837.43,1,t,f,104016.61,t
2011,15612050,Castiglione,556,Spain,Female,48,8,168522.37,1,t,t,151310.16,f
2012,15726267,Paterson,570,France,Male,32,9,117337.54,2,f,t,62810.91,f
2013,15780124,Blair,841,France,Male,74,9,108131.53,1,f,t,60830.38,f
2014,15742238,Dellucci,705,Germany,Male,35,4,136496.12,2,t,f,116672.02,f
2015,15679024,Udinesi,553,France,Male,32,3,116324.53,1,t,f,77304.49,f
2016,15715297,Yuan,779,Germany,Female,40,2,75470.23,1,t,t,52894.01,f
2017,15633612,Yuryeva,696,France,Male,28,4,172646.82,1,t,t,116471.43,f
2018,15602929,Wilson,728,Spain,Female,37,4,0,1,f,f,4539.38,f
2019,15696703,Dean,691,Germany,Male,27,3,160358.68,2,t,f,142367.72,f
2020,15756668,Ross,706,France,Male,30,3,98415.37,1,t,t,110520.48,f
2021,15565779,Kent,627,Germany,Female,30,6,57809.32,1,t,f,188258.49,f
2022,15795519,Vasiliev,716,Germany,Female,18,3,128743.8,1,f,f,197322.13,f
2023,15761477,Golibe,501,Germany,Male,24,4,130806.42,2,t,f,80241.14,f
2024,15731890,Chukwukere,601,France,Male,41,1,123971.16,1,f,t,172814.99,f
2025,15633043,Fedorova,545,Spain,Female,39,6,0,1,f,f,38410.74,t
2026,15752953,Chien,634,France,Male,45,9,0,2,f,f,17622.82,f
2027,15603088,Rossi,451,Spain,Female,23,9,0,2,f,t,48021.71,f
2028,15606613,Samson,655,France,Female,59,7,0,1,t,f,88958.49,t
2029,15635939,Fenton,458,France,Female,39,9,0,2,t,f,116343.09,f
2030,15666043,Mackey,520,France,Male,33,4,156297.58,2,t,t,166102.61,f
2031,15746190,Payton,624,Spain,Female,28,2,0,2,f,t,104353.26,f
2032,15591357,Cowger,765,France,Male,51,3,123372.3,1,t,t,115429.32,f
2033,15658716,Banks,667,Germany,Female,37,5,92171.35,3,t,f,178106.34,t
2034,15679909,Pugliesi,665,Spain,Male,41,8,0,2,t,f,132152.32,f
2035,15634262,Fantin,709,Germany,Male,34,4,148375.19,2,t,t,21521.38,f
2036,15799825,Bentley,583,France,Female,44,8,0,2,t,t,27431.62,f
2037,15756875,Freeman,782,Spain,Male,34,6,147422.44,1,f,t,42143.61,f
2038,15678146,Wong,668,Spain,Female,24,7,173962.32,1,f,f,106457.11,t
2039,15710743,Onwuamaeze,621,France,Male,47,0,0,1,t,t,133831.37,t
2040,15595831,Shen,579,Germany,Female,64,6,145215.43,1,t,t,164083.72,f
2041,15626684,Huang,547,France,Female,38,5,167539.97,1,f,t,159207.34,f
2042,15709846,Yeh,840,France,Female,39,1,94968.97,1,t,f,84487.62,f
2043,15635459,Shih,667,Germany,Female,27,3,106116.5,2,t,f,3674.71,f
2044,15642544,Henderson,723,France,Male,34,5,0,2,f,t,12092.03,f
2045,15566494,Fang,487,France,Male,45,2,0,2,t,f,77475.73,f
2046,15655238,Dellucci,668,France,Female,31,9,0,2,f,f,41291.73,f
2047,15733429,Chou,520,Germany,Male,34,8,120018.86,2,t,t,343.38,f
2048,15814536,Conti,549,France,Male,37,2,112541.54,2,f,f,47432.43,f
2049,15771702,Roberts,567,France,Female,35,5,166118.45,2,t,f,127827.18,f
2050,15723008,Lo Duca,720,France,Female,45,1,102882.4,2,t,t,35633.15,t
2051,15797160,Glover,492,France,Female,49,8,0,1,t,t,182865.09,t
2052,15792222,Johnstone,712,France,Female,37,1,106881.5,2,f,f,169386.81,f
2053,15644765,Ashton,689,Germany,Male,26,4,120727.97,1,f,t,149073.88,f
2054,15610686,Melton,850,France,Male,63,8,169832.57,1,f,f,184107.26,t
2055,15730868,Marshall,747,France,Male,41,5,0,2,t,t,22750.17,f
2056,15705991,Kenenna,469,Germany,Male,38,9,113599.42,1,f,f,11950.29,f
2057,15577078,Zakharov,539,Spain,Male,38,6,0,1,t,t,152880.07,t
2058,15679550,Chukwualuka,743,France,Male,32,9,0,2,t,f,175252.78,f
2059,15787655,Chu,707,France,Male,47,3,0,2,t,f,174303.29,f
2060,15668081,Capon,581,Spain,Female,50,4,0,2,t,t,80701.72,f
2061,15747980,Cattaneo,737,Spain,Male,38,6,146282.79,2,t,f,198516.2,f
2062,15710295,Patrick,445,Germany,Female,38,6,119413.62,2,t,f,175756.36,f
2063,15724443,Taylor,703,Germany,Female,29,3,122084.63,1,f,t,82824.08,f
2064,15571305,Stephenson,588,Germany,Female,35,1,103060.63,1,t,f,179866.01,t
2065,15569503,Yeh,765,France,Male,44,6,0,2,t,t,159899.97,f
2066,15581840,DeRose,626,France,Male,33,8,0,2,t,f,138504.28,f
2067,15772262,Vavilov,545,Germany,Male,37,9,110483.86,1,t,t,127394.67,f
2068,15767794,Browne,744,France,Male,31,9,120718.28,1,t,t,58961.49,f
2069,15629338,Collingridge de Tourcey,658,Spain,Female,31,2,36566.96,1,t,f,103644.98,t
2070,15790379,Rowe,629,Germany,Male,28,8,108601,1,t,t,119647.7,f
2071,15750684,Jibunoh,719,France,Female,42,4,0,1,t,f,28465.86,t
2072,15697214,Korovin,686,Spain,Female,36,5,0,2,t,t,152979.14,f
2073,15711015,Hammonds,743,France,Male,36,4,0,2,t,t,190911.02,f
2074,15573309,Ward,626,Spain,Female,48,2,0,2,t,t,95794.98,f
2075,15805303,Olisanugo,661,Germany,Male,44,1,141136.62,1,t,f,189742.78,t
2076,15741385,Gallop,710,Germany,Male,45,9,108231.37,1,t,t,188574.08,f
2077,15780254,Gartrell,654,France,Male,40,6,0,1,f,f,183872.88,t
2078,15744843,K'ung,569,Spain,Female,34,6,144855.34,1,f,f,196555.32,f
2079,15815626,Oluchi,640,France,Male,63,2,68432.45,2,t,t,112503.24,t
2080,15784736,Jamieson,562,France,Male,45,6,136855.24,1,t,f,46864,f
2081,15813412,Barlow,721,France,Female,55,3,44020.89,1,t,f,65864.4,t
2082,15809143,White,456,Germany,Male,32,9,133060.63,1,t,t,125167.92,f
2083,15617617,Stewart,811,Spain,Male,39,7,0,2,t,t,177519.39,f
2084,15779738,Buccho,534,France,Male,24,1,0,1,t,t,169653.32,f
2085,15668669,Benson,423,France,Female,36,5,97665.61,1,t,f,118372.55,t
2086,15687477,Thompson,594,Germany,Male,28,5,185013.02,1,t,f,16481.12,f
2087,15578908,Todd,725,Spain,Female,32,0,0,2,t,t,138525.19,f
2088,15687658,Burgin,716,France,Female,52,7,65971.61,2,t,f,14608,t
2089,15615020,Nnaife,595,Germany,Female,41,9,150463.11,2,f,t,81548.38,f
2090,15608886,Okwudiliolisa,679,France,Female,33,1,0,2,f,f,69608.48,f
2091,15602551,Johnson,667,Spain,Male,39,9,0,2,t,f,68873.8,f
2092,15672945,Parkes,661,France,Female,37,5,136425.18,1,t,f,81102.81,f
2093,15757408,Lo,655,Spain,Male,38,3,250898.09,3,f,t,81054,t
2094,15806132,Martin,555,France,Male,55,4,146798.81,1,t,t,74149.77,f
2095,15813022,Kapustina,531,Spain,Male,70,1,0,2,f,f,99503.19,f
2096,15673578,Page,611,Germany,Female,40,7,128486.91,2,t,f,10109.47,f
2097,15757916,Amaechi,600,France,Female,38,9,0,2,t,t,58855.85,f
2098,15689168,Munro,531,Spain,Male,37,1,143407.29,2,f,t,84402.46,f
2099,15769216,Panicucci,601,France,Female,43,2,0,1,t,f,49713.87,t
2100,15593295,Greathouse,548,France,Male,57,6,76165.65,1,t,t,133537.53,f
2101,15804814,Ts'ui,759,France,Male,40,4,0,2,t,f,124615.59,f
2102,15778934,Napolitani,678,Spain,Female,49,8,0,2,f,t,98090.69,f
2103,15802351,Beers,755,Germany,Female,33,6,90560.3,2,t,t,42607.69,f
2104,15630241,Tretyakova,594,France,Male,61,3,62391.22,1,t,t,192434.11,f
2105,15719561,Lin,768,France,Male,42,5,0,3,f,f,60686.4,f
2106,15615096,Costa,492,France,Female,31,7,0,2,t,t,49463.44,f
2107,15659931,Ibezimako,637,Germany,Female,55,1,123378.2,1,t,f,81431.99,t
2108,15714586,Marcelo,646,Spain,Female,42,3,99836.47,1,f,t,22909.56,f
2109,15634949,Hay,593,Germany,Male,74,5,161434.36,2,t,t,65532.17,f
2110,15589224,Moore,596,Spain,Male,41,5,0,2,f,t,141053.85,f
2111,15795990,Lumholtz,722,Germany,Female,48,10,138311.76,1,t,t,3472.63,t
2112,15603216,Simpson,642,France,Male,25,7,0,2,t,f,102083.78,f
2113,15631201,Hill,472,Spain,Female,28,4,0,2,t,f,1801.77,f
2114,15686255,Mouzon,738,Germany,Male,35,6,101744.84,1,f,f,85185.44,f
2115,15746594,Wu,732,Spain,Male,33,8,0,1,t,f,119882.7,f
2116,15718893,Pirozzi,404,Germany,Female,54,4,125456.07,1,t,f,83715.66,t
2117,15671609,Ibeabuchi,701,France,Male,44,7,0,2,t,f,23425.78,f
2118,15652540,Garnsey,683,France,Male,31,2,0,2,f,t,77326.78,f
2119,15774857,Synnot,460,France,Female,27,7,0,2,t,f,156150.08,t
2120,15791836,Wildman,690,France,Male,29,5,0,2,t,f,108577.97,f
2121,15651554,Anenechukwu,618,Germany,Female,54,4,118449.21,1,t,t,133573.29,t
2122,15583576,Tai,671,France,Male,30,2,0,1,f,t,102057.86,f
2123,15732740,Plant,765,Spain,Female,32,9,178095.55,1,f,f,47247.56,f
2124,15723320,Azubuike,651,Germany,Female,25,2,109175.14,2,t,f,114566.47,f
2125,15603851,Galkin,704,France,Male,32,7,127785.17,4,f,f,184464.7,t
2126,15777923,Johnston,544,France,Female,45,6,0,2,f,t,151401.33,f
2127,15735719,Babbage,790,France,Female,40,9,0,2,t,t,70607.1,f
2128,15703482,Walker,710,Germany,Male,34,9,134260.36,2,t,f,147074.67,f
2129,15605835,Rice,743,France,Male,37,8,69143.91,2,f,t,105780.18,f
2130,15664881,Norton,702,France,Male,34,4,100054.77,1,t,f,109496.45,f
2131,15757568,Bogolyubov,704,France,Female,45,6,0,1,t,t,137739.45,f
2132,15792660,Gibbons,614,France,Male,38,2,116248.88,1,t,f,105140.92,f
2133,15599722,Chia,609,Spain,Female,43,6,86053.52,2,t,t,113276.46,t
2134,15726354,Smith,688,France,Female,32,6,123157.95,1,t,f,172531.23,f
2135,15610355,Hunter,713,France,Male,44,1,63438.91,1,t,f,64375.4,f
2136,15704284,Ekechukwu,736,Germany,Male,57,9,95295.39,1,t,f,28434.44,t
2137,15621893,Bellucci,727,France,Male,18,4,133550.67,1,t,t,46941.41,f
2138,15588219,Ford,850,France,Female,38,1,106871.81,2,t,f,29333.01,f
2139,15688619,Scott,718,Spain,Male,45,3,105266.32,2,t,t,193724.51,f
2140,15765518,Gregson,643,France,Female,51,2,105229.53,1,t,f,34967.75,t
2141,15616931,Moore,653,France,Male,41,8,102768.42,1,t,f,55663.85,f
2142,15758372,Wallace,674,France,Male,18,7,0,2,t,t,55753.12,t
2143,15782591,Cook,690,France,Male,35,6,112689.95,1,t,f,176962.31,f
2144,15612109,Speth,819,France,Male,38,9,122334.26,2,t,t,181507.44,f
2145,15613712,Boag,634,Spain,Male,34,1,0,2,t,f,61995.57,f
2146,15639322,Grave,633,Spain,Male,33,4,137847.41,2,t,f,98349.13,f
2147,15594349,Streeten,850,France,Male,49,5,122486.47,1,f,t,59748.19,f
2148,15574167,Fox,665,France,Male,33,2,101286.11,1,t,t,159840.51,f
2149,15811842,Artemyeva,630,Spain,Male,26,7,0,2,t,t,6656.64,f
2150,15648794,Giordano,836,Spain,Male,57,4,101247.06,1,t,f,37141.62,t
2151,15771211,Perkins,668,France,Male,38,10,86977.96,1,f,t,37094.75,f
2152,15588614,Walton,753,France,Male,57,7,0,1,t,f,159475.08,t
2153,15630698,Hay,745,France,Female,55,9,110123.59,1,f,t,51548.14,t
2154,15694200,Gardner,693,France,Male,36,8,178111.82,1,f,f,58719.63,t
2155,15721426,Milne,606,Germany,Male,65,10,126306.64,3,f,f,7861.68,t
2156,15725997,She,660,France,Female,35,6,100768.77,1,t,f,19199.61,f
2157,15762138,Hu,608,France,Male,42,5,0,2,t,f,178504.29,f
2158,15750649,Uwakwe,744,France,Female,44,3,0,2,t,t,189016.14,f
2159,15685706,Bird,731,France,Female,40,7,118991.79,1,t,t,156048.64,f
